CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#Transmissivity and PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#Fluorescence data were removed because of severe problems with spikes and higher than usual values at depth suggesting problems with the cable. ,,,,,,,,,,,,,,,,
#The data may be obtained from the chief scientist. ,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#The precision of the Oxygen:Dissolved:CTD channel is difficult to estimate because the comparison with bottles was very noisy but roughly the Oxygen:Dissolved:CTD data should be considered:,,,,,,,,,,,,,,,,
#      • ±0.15 ml/l from 0 to 100 dbar,,,,,,,,,,,,,,,,
#      • ±0.5 ml/l from 100 to 400 dbar (values tend to be too high),,,,,,,,,,,,,,,,
#      • ±0.2 ml/l from 400 to 600 dbar (values tend to be slightly high),,,,,,,,,,,,,,,,
#      • ±0.04 ml/l from 600 to 2000 dbar (values tend to be slightly low),,,,,,,,,,,,,,,,
#      • ±0.01 ml/l below 2500 dbar,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#Transmissometer #1005DR was calibrated in March 2008 and drifted significantly but steadily until July 2009.,,,,,,,,,,,,,,,,
#Then a sudden shift occurred so that maximum values between September 2009 and July 2010 were very low by ~25% / m. ,,,,,,,,,,,,,,,,
#In August 2010 a study was made of transmissivity that led to a decision to apply post-processing corrections to all cruises between March 2008 and June 2010. ,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#Transmissivity data from this cruise were corrected by multiplying the original values by correction factor 2.26 which was based on the assumption that deep offshore transmissivity should be about 62% / m.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#For details on the transmissometer post-processing see: Transmissometer_1005DR_Corrections.pdf.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#These data should still be considered nominal.,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#For details on the processing see processing file 2010-01-proc.pdf,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:Practical:CTD [PSS-78],Sigma-t:CTD {kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],PAR:CTD [µE/m^2/sec],Comments
#,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20100202
STNBR = P2
CASTNO = 2
DATE = 04/02/2010
TIME =  00:22
LATITUDE = 48.60133
LONGITUDE = -126.00066000000001
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,UE/m^2/sec,
1,2,9.8834,2,32.4289,2,274.0,2,53.3,2,180.5,2
2,2,9.8833,2,32.429,2,273.6,2,53.6,2,72.1,2
3,2,9.8836,2,32.4288,2,273.8,2,53.6,2,56.7,2
4,2,9.8852,2,32.4289,2,273.8,2,53.6,2,43.2,2
5,2,9.8849,2,32.4288,2,274.7,2,53.6,2,36.9,2
6,2,9.8849,2,32.4291,2,275.1,2,53.6,2,37.1,2
7,2,9.8848,2,32.4292,2,274.9,2,53.6,2,31.8,2
8,2,9.8857,2,32.4291,2,274.8,2,53.6,2,20.5,2
9,2,9.8865,2,32.4289,2,275.1,2,53.8,2,17.4,2
10,2,9.8855,2,32.4291,2,275.7,2,53.8,2,17.3,2
11,2,9.8841,2,32.4293,2,275.5,2,53.6,2,16.3,2
12,2,9.8855,2,32.4292,2,275.0,2,53.6,2,14.0,2
13,2,9.887,2,32.4291,2,274.8,2,53.8,2,9.0,2
14,2,9.885,2,32.4294,2,275.0,2,53.6,2,8.0,2
15,2,9.8855,2,32.4294,2,275.1,2,53.6,2,7.1,2
16,2,9.8846,2,32.4294,2,275.3,2,53.6,2,6.5,2
17,2,9.8864,2,32.4293,2,275.7,2,53.8,2,6.1,2
18,2,9.8853,2,32.4294,2,275.8,2,53.8,2,5.6,2
19,2,9.8854,2,32.4295,2,275.7,2,53.8,2,5.0,2
20,2,9.8861,2,32.4294,2,275.6,2,53.8,2,4.7,2
21,2,9.8863,2,32.4295,2,275.8,2,53.8,2,4.4,2
22,2,9.8872,2,32.4298,2,275.8,2,53.6,2,4.2,2
23,2,9.8886,2,32.4309,2,275.9,2,53.8,2,3.9,2
24,2,9.8886,2,32.4304,2,275.6,2,53.8,2,3.6,2
25,2,9.8889,2,32.4312,2,275.4,2,53.8,2,3.3,2
26,2,9.8884,2,32.4306,2,275.1,2,53.8,2,3.0,2
27,2,9.8884,2,32.4304,2,275.3,2,53.8,2,2.9,2
28,2,9.8889,2,32.4309,2,275.8,2,53.8,2,2.6,2
29,2,9.889,2,32.4308,2,275.5,2,53.8,2,2.5,2
30,2,9.8894,2,32.4312,2,274.7,2,53.8,2,2.3,2
31,2,9.8889,2,32.4308,2,274.3,2,53.8,2,2.2,2
32,2,9.8896,2,32.431999999999995,2,274.6,2,53.8,2,2.0,2
33,2,9.8898,2,32.4321,2,275.2,2,53.8,2,2.0,2
34,2,9.8901,2,32.431999999999995,2,275.3,2,53.8,2,1.8,2
35,2,9.89,2,32.431999999999995,2,275.3,2,53.8,2,1.7,2
36,2,9.8899,2,32.4316,2,275.1,2,53.8,2,1.5,2
37,2,9.8905,2,32.4322,2,275.4,2,53.8,2,1.4,2
38,2,9.8905,2,32.4322,2,275.3,2,53.8,2,1.3,2
39,2,9.8909,2,32.4324,2,275.0,2,53.8,2,1.2,2
40,2,9.8911,2,32.4325,2,274.8,2,53.8,2,1.2,2
41,2,9.8916,2,32.4331,2,275.2,2,53.8,2,1.1,2
42,2,9.8919,2,32.433,2,275.4,2,53.8,2,1.0,2
43,2,9.8931,2,32.4341,2,275.3,2,53.8,2,1.0,2
