CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#Transmissivity and PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#Fluorescence data were removed because of severe problems with spikes and higher than usual values at depth suggesting problems with the cable. ,,,,,,,,,,,,,,,,
#The data may be obtained from the chief scientist. ,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#The precision of the Oxygen:Dissolved:CTD channel is difficult to estimate because the comparison with bottles was very noisy but roughly the Oxygen:Dissolved:CTD data should be considered:,,,,,,,,,,,,,,,,
#      • ±0.15 ml/l from 0 to 100 dbar,,,,,,,,,,,,,,,,
#      • ±0.5 ml/l from 100 to 400 dbar (values tend to be too high),,,,,,,,,,,,,,,,
#      • ±0.2 ml/l from 400 to 600 dbar (values tend to be slightly high),,,,,,,,,,,,,,,,
#      • ±0.04 ml/l from 600 to 2000 dbar (values tend to be slightly low),,,,,,,,,,,,,,,,
#      • ±0.01 ml/l below 2500 dbar,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#Transmissometer #1005DR was calibrated in March 2008 and drifted significantly but steadily until July 2009.,,,,,,,,,,,,,,,,
#Then a sudden shift occurred so that maximum values between September 2009 and July 2010 were very low by ~25% / m. ,,,,,,,,,,,,,,,,
#In August 2010 a study was made of transmissivity that led to a decision to apply post-processing corrections to all cruises between March 2008 and June 2010. ,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#Transmissivity data from this cruise were corrected by multiplying the original values by correction factor 2.26 which was based on the assumption that deep offshore transmissivity should be about 62% / m.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#For details on the transmissometer post-processing see: Transmissometer_1005DR_Corrections.pdf.,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#These data should still be considered nominal.,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#For details on the processing see processing file 2010-01-proc.pdf,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:Practical:CTD [PSS-78],Sigma-t:CTD {kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],PAR:CTD [µE/m^2/sec],Comments
#,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20100202
STNBR = P2
CASTNO = 1
DATE = 03/02/2010
TIME =  23:22
LATITUDE = 48.59933
LONGITUDE = -126.001
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,UE/m^2/sec,
1,2,9.8783,2,32.428000000000004,2,275.4,2,54.2,2,224.1,2
2,2,9.8782,2,32.4282,2,275.3,2,54.9,2,95.8,2
3,2,9.8779,2,32.4283,2,274.2,2,55.1,2,72.7,2
4,2,9.8775,2,32.4284,2,274.6,2,55.4,2,58.7,2
5,2,9.8794,2,32.4282,2,274.9,2,55.4,2,47.9,2
6,2,9.8799,2,32.428000000000004,2,275.4,2,55.4,2,41.5,2
7,2,9.8797,2,32.4281,2,275.8,2,55.4,2,36.4,2
8,2,9.8801,2,32.4281,2,275.2,2,55.4,2,32.7,2
9,2,9.8799,2,32.4281,2,275.3,2,55.4,2,30.1,2
10,2,9.8802,2,32.4281,2,274.8,2,55.4,2,26.8,2
11,2,9.8802,2,32.4282,2,274.8,2,55.4,2,23.9,2
12,2,9.8803,2,32.4283,2,275.0,2,55.4,2,21.4,2
13,2,9.881,2,32.428000000000004,2,275.1,2,55.4,2,19.4,2
14,2,9.8809,2,32.4281,2,275.0,2,55.4,2,17.0,2
15,2,9.8805,2,32.4282,2,275.1,2,55.4,2,15.3,2
16,2,9.8806,2,32.4282,2,275.4,2,55.4,2,14.4,2
17,2,9.8801,2,32.4283,2,275.6,2,55.4,2,13.6,2
18,2,9.8749,2,32.43,2,275.3,2,55.6,2,12.5,2
19,2,9.8743,2,32.4302,2,274.9,2,55.6,2,11.3,2
20,2,9.8725,2,32.43,2,274.4,2,55.6,2,10.0,2
21,2,9.8707,2,32.4306,2,274.8,2,55.6,2,9.1,2
22,2,9.8704,2,32.4312,2,274.9,2,55.6,2,8.6,2
23,2,9.8772,2,32.4323,2,274.7,2,55.8,2,8.3,2
24,2,9.8785,2,32.4326,2,273.9,2,55.8,2,7.8,2
25,2,9.878,2,32.4331,2,273.8,2,55.8,2,7.3,2
26,2,9.8794,2,32.4331,2,274.2,2,55.8,2,6.6,2
27,2,9.8801,2,32.4332,2,274.9,2,55.8,2,6.0,2
28,2,9.8844,2,32.4344,2,275.1,2,55.8,2,5.6,2
29,2,9.8809,2,32.4331,2,275.0,2,55.8,2,5.3,2
30,2,9.8808,2,32.433,2,274.7,2,55.8,2,4.9,2
31,2,9.8844,2,32.4344,2,274.4,2,55.8,2,4.6,2
32,2,9.8861,2,32.4351,2,274.3,2,55.8,2,4.2,2
33,2,9.8866,2,32.4353,2,273.7,2,55.8,2,3.9,2
34,2,9.8857,2,32.4348,2,273.8,2,55.8,2,3.6,2
35,2,9.8841,2,32.4345,2,274.3,2,55.8,2,3.4,2
36,2,9.8842,2,32.4347,2,274.1,2,55.8,2,3.1,2
37,2,9.8851,2,32.4348,2,274.7,2,55.8,2,3.0,2
38,2,9.8852,2,32.4348,2,274.4,2,55.8,2,2.8,2
39,2,9.885,2,32.4347,2,274.6,2,55.8,2,2.5,2
40,2,9.8846,2,32.4348,2,275.1,2,55.8,2,2.3,2
41,2,9.8857,2,32.4347,2,275.0,2,55.8,2,2.2,2
42,2,9.8904,2,32.4355,2,274.5,2,55.8,2,2.1,2
43,2,9.8949,2,32.4368,2,274.8,2,56.0,2,2.1,2
