CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Transmissivity - Fluorescence - PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on how the transmissivity calibration parameters were calculated see the document Transmissivity_Calculation.pdf.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Based on the recommendation from Sea-Bird the method for calibration of Oxygen:Dissolved:CTD concentration was changed from that used for 2011 and some 2012 cruises. ,,,,,,,,,,,,,,,,,
#For more information see the Sea-Bird Application Note #64-2 (Sea-Bird_64-2_Jun2012.pdf).  ,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#The Oxygen:Dissolved:CTD data are of lower quality than usual with small-scale noise.,,,,,,,,,,,,,,,,,
#For casts 0018 to 0022 the Oxygen:Dissolved:CTD data are not considered reliable enough to archive based on comparison with bottles and differences between primary and secondary temperatures for those casts.,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#For other casts the Oxygen:Dissolved:CTD values are considered roughly to be:,,,,,,,,,,,,,,,,,
#      • ±0.5 ml/l from 0 to 150 dbar,,,,,,,,,,,,,,,,,
#      • ±0.3 ml/l from 150 to 300 dbar,,,,,,,,,,,,,,,,,
#      • ±0.1 ml/l from 300 to 500 dbar,,,,,,,,,,,,,,,,,
#      • ±0.06 ml/l from 500 to 2500 dbar,,,,,,,,,,,,,,,,,
#      • ±0.04 ml/l below 2500 dbar,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#The Salinity:CTD data was found to be low by an average of <0.002.,,,,,,,,,,,,,,,,,
#No recalibration was applied.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details processing details see the processing report 2013-17-proc.pdf,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,INS:LOCATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [%/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],Fluorescence:CTD:Seapoint [mg/m^3],PAR:CTD [µE/m^2/sec]
#,,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20130607
STNBR = P12
CASTNO = 2
DATE = 20130611
TIME =  05:27
LATITUDE = 48.96933
LONGITUDE = -130.66716
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,MG/M^3,,UE/m^2/sec,
5,2,11.0332,2,32.2146,2,287.0,2,1.0759999999999998,2,,2
6,2,11.0335,2,32.2145,2,287.0,2,1.1179999999999999,2,,2
7,2,11.0309,2,32.2149,2,287.5,2,1.115,2,,2
8,2,11.0288,2,32.2152,2,287.5,2,1.094,2,,2
9,2,11.0289,2,32.2153,2,287.8,2,1.085,2,,2
10,2,11.0285,2,32.2153,2,287.4,2,1.075,2,,2
11,2,11.0291,2,32.2153,2,287.4,2,1.08,2,,2
12,2,11.03,2,32.2156,2,286.9,2,1.083,2,,2
13,2,11.0268,2,32.2163,2,286.4,2,1.08,2,,2
14,2,11.0105,2,32.2187,2,286.7,2,1.119,2,,2
15,2,11.0185,2,32.2178,2,287.8,2,1.138,2,,2
16,2,10.9572,2,32.2281,2,289.0,2,1.137,2,,2
17,2,10.8841,2,32.2401,2,289.2,2,1.217,2,,2
18,2,10.8355,2,32.2485,2,288.2,2,1.138,2,,2
19,2,10.8046,2,32.256,2,288.5,2,1.156,2,,2
20,2,10.7823,2,32.2564,2,290.0,2,1.186,2,,2
21,2,10.7009,2,32.2677,2,290.9,2,1.213,2,,2
22,2,10.5659,2,32.278,2,290.6,2,1.247,2,,2
23,2,10.4545,2,32.2833,2,290.2,2,1.2590000000000001,2,,2
24,2,10.4468,2,32.2837,2,291.6,2,1.256,2,,2
25,2,10.4203,2,32.2824,2,292.5,2,1.2570000000000001,2,,2
26,2,10.2667,2,32.2798,2,290.8,2,1.367,2,,2
27,2,10.2099,2,32.2883,2,290.9,2,1.415,2,,2
28,2,10.2121,2,32.2943,2,290.7,2,1.347,2,,2
29,2,10.0873,2,32.2789,2,291.7,2,1.348,2,,2
30,2,9.8685,2,32.2575,2,290.6,2,1.321,2,,2
31,2,9.7489,2,32.2497,2,287.7,2,1.317,2,,2
32,2,9.6602,2,32.2505,2,286.4,2,1.2930000000000001,2,,2
33,2,9.5873,2,32.2547,2,282.9,2,1.285,2,,2
34,2,9.2246,2,32.2452,2,281.2,2,1.291,2,,2
35,2,8.9767,2,32.2602,2,279.4,2,1.311,2,,2
36,2,8.7762,2,32.2764,2,281.2,2,1.2890000000000001,2,,2
37,2,8.5168,2,32.3096,2,285.4,2,1.207,2,,2
38,2,8.4511,2,32.3214,2,286.9,2,1.14,2,,2
39,2,8.2059,2,32.3531,2,291.2,2,1.1159999999999999,2,,2
40,2,8.1136,2,32.3721,2,294.2,2,1.099,2,,2
41,2,8.0867,2,32.3693,2,294.8,2,1.0979999999999999,2,,2
42,2,8.0468,2,32.3722,2,293.5,2,1.122,2,,2
43,2,7.9809,2,32.3831,2,291.6,2,1.129,2,,2
44,2,7.8964,2,32.3948,2,291.0,2,1.125,2,,2
45,2,7.8213,2,32.4034,2,289.4,2,1.101,2,,2
46,2,7.7222,2,32.4169,2,288.6,2,1.089,2,,2
47,2,7.5368,2,32.4476,2,289.0,2,1.032,2,,2
48,2,7.4896,2,32.4559,2,288.6,2,0.993,2,,2
49,2,7.4732,2,32.4648,2,285.0,2,0.975,2,,2
50,2,7.4699,2,32.4694,2,283.0,2,0.9620000000000001,2,,2
51,2,7.4646,2,32.4785,2,282.6,2,0.94,2,,2
52,2,7.4282,2,32.4962,2,282.4,2,0.917,2,,2
53,2,7.3815,2,32.5014,2,281.1,2,0.9159999999999999,2,,2
54,2,7.3464,2,32.5078,2,279.8,2,0.9129999999999999,2,,2
55,2,7.2647,2,32.5235,2,279.0,2,0.888,2,,2
56,2,7.2283,2,32.5386,2,278.2,2,0.871,2,,2
57,2,7.2101,2,32.5588,2,278.3,2,0.8540000000000001,2,,2
