CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Transmissivity - Fluorescence - PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on how the transmissivity calibration parameters were calculated see the document Transmissivity_Calculation.pdf.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Based on the recommendation from Sea-Bird the method for calibration of Oxygen:Dissolved:CTD concentration was changed from that used for 2011 and some 2012 cruises. ,,,,,,,,,,,,,,,,,
#For more information see the Sea-Bird Application Note #64-2 (Sea-Bird_64-2_Jun2012.pdf).  ,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#The Oxygen:Dissolved:CTD data are of lower quality than usual with small-scale noise.,,,,,,,,,,,,,,,,,
#For casts 0018 to 0022 the Oxygen:Dissolved:CTD data are not considered reliable enough to archive based on comparison with bottles and differences between primary and secondary temperatures for those casts.,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#For other casts the Oxygen:Dissolved:CTD values are considered roughly to be:,,,,,,,,,,,,,,,,,
#      • ±0.5 ml/l from 0 to 150 dbar,,,,,,,,,,,,,,,,,
#      • ±0.3 ml/l from 150 to 300 dbar,,,,,,,,,,,,,,,,,
#      • ±0.1 ml/l from 300 to 500 dbar,,,,,,,,,,,,,,,,,
#      • ±0.06 ml/l from 500 to 2500 dbar,,,,,,,,,,,,,,,,,
#      • ±0.04 ml/l below 2500 dbar,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#The Salinity:CTD data was found to be low by an average of <0.002.,,,,,,,,,,,,,,,,,
#No recalibration was applied.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details processing details see the processing report 2013-17-proc.pdf,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,INS:LOCATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [%/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],Fluorescence:CTD:Seapoint [mg/m^3],PAR:CTD [µE/m^2/sec]
#,,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20130607
STNBR = P4
CASTNO = 5
DATE = 20130609
TIME =  14:06
LATITUDE = 48.64817
LONGITUDE = -126.66383
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,MG/M^3,,UE/m^2/sec,
3,2,12.5035,2,31.4797,2,294.4,2,1.168,2,199.9,2
4,2,12.5042,2,31.4803,2,293.7,2,1.16,2,177.1,2
5,2,12.5046,2,31.4803,2,293.3,2,1.265,2,134.8,2
6,2,12.5045,2,31.4807,2,294.0,2,1.318,2,103.6,2
7,2,12.5076,2,31.483,2,295.0,2,1.2790000000000001,2,83.4,2
8,2,12.5065,2,31.4826,2,295.1,2,1.306,2,67.6,2
9,2,12.5074,2,31.4833,2,295.2,2,1.29,2,55.6,2
10,2,12.5085,2,31.4834,2,294.6,2,1.338,2,51.3,2
11,2,12.5105,2,31.4847,2,295.3,2,1.355,2,42.8,2
12,2,12.5113,2,31.4851,2,295.2,2,1.402,2,33.7,2
13,2,12.5109,2,31.4848,2,295.1,2,1.33,2,26.1,2
14,2,12.5109,2,31.4859,2,296.0,2,1.305,2,20.9,2
15,2,12.5101,2,31.4856,2,296.3,2,1.374,2,17.5,2
16,2,12.5091,2,31.4853,2,295.9,2,1.3780000000000001,2,15.6,2
17,2,12.5146,2,31.4913,2,291.4,2,1.344,2,14.6,2
18,2,12.5191,2,31.5453,2,289.1,2,1.3730000000000002,2,13.1,2
19,2,12.5187,2,31.5596,2,291.1,2,1.415,2,11.0,2
20,2,12.5002,2,31.5834,2,291.8,2,1.445,2,9.2,2
21,2,12.1268,2,31.8551,2,293.9,2,1.4280000000000002,2,7.7,2
22,2,11.808,2,31.9861,2,294.4,2,1.5130000000000001,2,6.6,2
23,2,11.7386,2,32.005,2,293.6,2,1.743,2,5.8,2
24,2,11.699000000000002,2,32.0245,2,292.7,2,1.892,2,5.2,2
25,2,11.6727,2,32.036,2,291.0,2,1.8630000000000002,2,4.6,2
26,2,11.6255,2,32.0448,2,290.9,2,1.7930000000000001,2,4.2,2
27,2,11.545,2,32.0527,2,290.5,2,1.751,2,3.7,2
28,2,11.5221,2,32.0549,2,291.1,2,1.787,2,3.2,2
29,2,11.5135,2,32.0557,2,291.0,2,1.755,2,2.8,2
30,2,11.4691,2,32.0581,2,291.1,2,1.692,2,2.5,2
31,2,11.4131,2,32.0618,2,291.5,2,1.661,2,2.2,2
32,2,11.3862,2,32.0629,2,290.8,2,1.629,2,2.0,2
33,2,11.3732,2,32.0639,2,288.7,2,1.588,2,1.8,2
34,2,11.3635,2,32.0643,2,283.8,2,1.62,2,1.6,2
35,2,11.3331,2,32.0657,2,287.5,2,1.587,2,1.5,2
36,2,11.0994,2,32.0829,2,286.6,2,1.528,2,1.3,2
37,2,10.743,2,32.107,2,284.7,2,1.442,2,1.2,2
38,2,10.3253,2,32.1611,2,287.5,2,1.396,2,1.1,2
39,2,9.9982,2,32.1849,2,285.1,2,1.335,2,1.0,2
40,2,9.785,2,32.201,2,295.4,2,1.315,2,0.9,2
41,2,9.577,2,32.2212,2,295.9,2,1.28,2,0.8,2
42,2,8.9606,2,32.2633,2,291.7,2,1.219,2,0.8,2
43,2,8.3861,2,32.3256,2,291.7,2,1.173,2,0.7,2
44,2,8.2906,2,32.3403,2,294.6,2,1.178,2,0.6,2
45,2,8.2668,2,32.3402,2,294.9,2,1.1540000000000001,2,0.6,2
46,2,8.2439,2,32.3401,2,295.6,2,1.148,2,0.6,2
47,2,8.2292,2,32.3413,2,296.4,2,1.148,2,0.5,2
48,2,8.2212,2,32.3414,2,296.8,2,1.141,2,0.5,2
49,2,8.2018,2,32.3448,2,296.2,2,1.149,2,0.4,2
50,2,8.1891,2,32.3525,2,294.6,2,1.122,2,0.4,2
51,2,8.1653,2,32.3658,2,292.3,2,1.094,2,0.4,2
52,2,8.142999999999999,2,32.3739,2,288.5,2,1.092,2,0.3,2
53,2,8.0882,2,32.3858,2,286.1,2,1.057,2,0.3,2
54,2,8.0216,2,32.4001,2,286.1,2,1.034,2,0.3,2
55,2,7.9696,2,32.4069,2,286.1,2,0.9940000000000001,2,0.3,2
56,2,7.8649,2,32.423,2,286.3,2,0.9570000000000001,2,0.2,2
57,2,7.8368,2,32.4258,2,285.7,2,1.0170000000000001,2,0.2,2
58,2,7.82,2,32.4282,2,283.8,2,0.958,2,0.2,2
59,2,7.8164,2,32.4297,2,282.0,2,0.9329999999999999,2,0.2,2
60,2,7.8056,2,32.4322,2,281.0,2,0.9229999999999999,2,0.2,2
61,2,7.7087,2,32.4612,2,280.7,2,0.887,2,0.2,2
62,2,7.6649,2,32.4771,2,279.5,2,0.85,2,0.1,2
63,2,7.6427,2,32.486999999999995,2,278.0,2,0.83,2,0.1,2
64,2,7.6125,2,32.4994,2,277.1,2,0.821,2,0.1,2
65,2,7.5755,2,32.516,2,276.0,2,0.794,2,0.1,2
66,2,7.5581,2,32.523,2,274.6,2,0.778,2,0.1,2
67,2,7.5174,2,32.5469,2,272.5,2,0.755,2,0.1,2
68,2,7.4813,2,32.564,2,270.3,2,0.745,2,0.1,2
69,2,7.4503,2,32.586999999999996,2,268.7,2,0.7120000000000001,2,0.1,2
70,2,7.4297,2,32.6086,2,267.6,2,0.7020000000000001,2,0.1,2
71,2,7.4092,2,32.629,2,265.5,2,0.685,2,0.1,2
72,2,7.3716,2,32.638000000000005,2,264.1,2,0.669,2,0.1,2
73,2,7.2905,2,32.6768,2,263.8,2,0.66,2,0.1,2
74,2,7.271,2,32.7009,2,263.2,2,0.6509999999999999,2,0.1,2
75,2,7.2685,2,32.7081,2,262.0,2,0.647,2,0.1,2
76,2,7.2631,2,32.7123,2,260.7,2,0.637,2,0.1,2
77,2,7.2552,2,32.7197,2,259.2,2,0.633,2,0.1,2
78,2,7.2545,2,32.7318,2,256.7,2,0.628,2,0.0,2
79,2,7.2293,2,32.758,2,248.6,2,0.621,2,0.0,2
80,2,7.2038,2,32.7891,2,239.4,2,0.607,2,0.0,2
81,2,7.2109,2,32.8149,2,237.7,2,0.605,2,0.0,2
82,2,7.3094,2,32.8611,2,237.3,2,0.597,2,0.0,2
83,2,7.2953,2,32.9076,2,235.1,2,0.586,2,0.0,2
84,2,7.2542,2,32.9256,2,230.5,2,0.581,2,0.0,2
85,2,7.1692,2,32.9492,2,226.3,2,0.5720000000000001,2,0.0,2
86,2,7.2343,2,32.9873,2,222.7,2,0.562,2,0.0,2
87,2,7.3011,2,33.0115,2,218.6,2,0.5539999999999999,2,0.0,2
88,2,7.3268,2,33.0223,2,216.5,2,0.552,2,0.0,2
89,2,7.3393,2,33.0348,2,215.9,2,0.555,2,0.0,2
90,2,7.343999999999999,2,33.0535,2,215.0,2,0.546,2,0.0,2
91,2,7.3544,2,33.1019,2,213.1,2,0.537,2,0.0,2
92,2,7.3649,2,33.1168,2,210.9,2,0.537,2,0.0,2
93,2,7.3699,2,33.1271,2,207.7,2,0.5329999999999999,2,0.0,2
94,2,7.3791,2,33.1414,2,201.1,2,0.525,2,0.0,2
95,2,7.3791,2,33.1584,2,201.0,2,0.525,2,0.0,2
96,2,7.388,2,33.1834,2,201.9,2,0.525,2,0.0,2
97,2,7.4384,2,33.2449,2,195.2,2,0.525,2,0.0,2
98,2,7.4643,2,33.2615,2,189.9,2,0.52,2,0.0,2
99,2,7.4899,2,33.2907,2,187.8,2,0.518,2,0.0,2
100,2,7.4998,2,33.3103,2,191.4,2,0.515,2,0.0,2
101,2,7.4993,2,33.3259,2,199.3,2,0.513,2,0.0,2
END_DATA
