CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Transmissivity - Fluorescence - PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on how the transmissivity calibration parameters were calculated see the document Transmissivity_Calculation.pdf.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Based on the recommendation from Sea-Bird the method for calibration of Oxygen:Dissolved:CTD concentration was changed from that used for 2011 and some 2012 cruises. ,,,,,,,,,,,,,,,,,
#For more information see the Sea-Bird Application Note #64-2 (Sea-Bird_64-2_Jun2012.pdf).  ,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#The Oxygen:Dissolved:CTD data are of lower quality than usual with small-scale noise.,,,,,,,,,,,,,,,,,
#For casts 0018 to 0022 the Oxygen:Dissolved:CTD data are not considered reliable enough to archive based on comparison with bottles and differences between primary and secondary temperatures for those casts.,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#For other casts the Oxygen:Dissolved:CTD values are considered roughly to be:,,,,,,,,,,,,,,,,,
#      • ±0.5 ml/l from 0 to 150 dbar,,,,,,,,,,,,,,,,,
#      • ±0.3 ml/l from 150 to 300 dbar,,,,,,,,,,,,,,,,,
#      • ±0.1 ml/l from 300 to 500 dbar,,,,,,,,,,,,,,,,,
#      • ±0.06 ml/l from 500 to 2500 dbar,,,,,,,,,,,,,,,,,
#      • ±0.04 ml/l below 2500 dbar,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#The Salinity:CTD data was found to be low by an average of <0.002.,,,,,,,,,,,,,,,,,
#No recalibration was applied.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details processing details see the processing report 2013-17-proc.pdf,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,INS:LOCATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [%/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],Fluorescence:CTD:Seapoint [mg/m^3],PAR:CTD [µE/m^2/sec]
#,,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20130607
STNBR = P26
CASTNO = 11
DATE = 20130619
TIME =  16:02
LATITUDE = 50.00067
LONGITUDE = -144.99916000000002
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,MG/M^3,,UE/m^2/sec,
3,2,9.3479,2,32.5266,2,297.5,2,2.45,2,16.0,2
4,2,9.3476,2,32.5267,2,297.1,2,2.487,2,14.6,2
5,2,9.3474,2,32.5268,2,297.3,2,2.505,2,12.5,2
6,2,9.3463,2,32.5268,2,297.0,2,2.557,2,11.2,2
7,2,9.3447,2,32.5269,2,296.8,2,2.526,2,10.1,2
8,2,9.334,2,32.5268,2,296.5,2,2.535,2,8.7,2
9,2,9.3104,2,32.5265,2,296.5,2,2.5810000000000004,2,7.7,2
10,2,9.2791,2,32.5256,2,297.1,2,2.537,2,7.1,2
11,2,9.236,2,32.5258,2,297.6,2,2.523,2,6.5,2
12,2,9.1752,2,32.5243,2,298.4,2,2.5980000000000003,2,5.9,2
13,2,9.1653,2,32.5245,2,298.9,2,2.614,2,5.4,2
14,2,9.1593,2,32.5242,2,299.1,2,2.6289999999999996,2,4.8,2
15,2,9.1487,2,32.525,2,299.0,2,2.678,2,4.3,2
16,2,9.1455,2,32.5248,2,298.5,2,2.6860000000000004,2,4.0,2
17,2,9.1429,2,32.5249,2,298.1,2,2.659,2,3.7,2
18,2,9.1406,2,32.5251,2,298.5,2,2.7310000000000003,2,3.4,2
19,2,9.1371,2,32.5253,2,298.4,2,2.753,2,3.0,2
20,2,9.1339,2,32.5253,2,298.0,2,2.779,2,2.7,2
21,2,9.1305,2,32.5255,2,297.5,2,2.7310000000000003,2,2.4,2
22,2,9.1289,2,32.5256,2,297.5,2,2.747,2,2.3,2
23,2,9.1278,2,32.5255,2,297.5,2,2.779,2,2.1,2
24,2,9.1251,2,32.5253,2,297.0,2,2.752,2,1.9,2
25,2,9.12,2,32.5254,2,296.0,2,2.767,2,1.7,2
26,2,9.111,2,32.5251,2,294.6,2,2.79,2,1.6,2
27,2,9.0799,2,32.5239,2,294.3,2,2.78,2,1.4,2
28,2,9.0223,2,32.5215,2,293.4,2,2.779,2,1.3,2
29,2,8.9032,2,32.5214,2,293.8,2,2.718,2,1.2,2
30,2,8.8383,2,32.5214,2,293.1,2,2.687,2,1.0,2
31,2,8.7148,2,32.5221,2,292.8,2,2.658,2,0.9,2
32,2,8.6044,2,32.5223,2,291.7,2,2.611,2,0.8,2
33,2,8.4882,2,32.523,2,291.2,2,2.525,2,0.7,2
34,2,8.2895,2,32.5238,2,290.2,2,2.437,2,0.6,2
35,2,8.1035,2,32.523,2,286.6,2,2.377,2,0.5,2
36,2,7.7855,2,32.5269,2,290.4,2,2.356,2,0.5,2
37,2,7.4787,2,32.5338,2,295.0,2,2.248,2,0.4,2
38,2,6.9239,2,32.5358,2,299.9,2,2.221,2,0.3,2
39,2,6.3626,2,32.5475,2,305.8,2,2.1630000000000003,2,0.3,2
40,2,6.1536,2,32.5451,2,308.1,2,2.174,2,0.3,2
41,2,5.9758,2,32.5471,2,308.9,2,2.162,2,0.2,2
42,2,5.8333,2,32.5621,2,308.6,2,2.164,2,0.2,2
43,2,5.8202,2,32.5635,2,307.1,2,2.147,2,0.1,2
