CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Transmissivity - Fluorescence - PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on how the transmissivity calibration parameters were calculated see the document Transmissivity_Calculation.pdf.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Based on the recommendation from Sea-Bird the method for calibration of Oxygen:Dissolved:CTD concentration was changed from that used for 2011 and some 2012 cruises. ,,,,,,,,,,,,,,,,,
#For more information see the Sea-Bird Application Note #64-2 (Sea-Bird_64-2_Jun2012.pdf).  ,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#The Oxygen:Dissolved:CTD data are of lower quality than usual with small-scale noise.,,,,,,,,,,,,,,,,,
#For casts 0018 to 0022 the Oxygen:Dissolved:CTD data are not considered reliable enough to archive based on comparison with bottles and differences between primary and secondary temperatures for those casts.,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#For other casts the Oxygen:Dissolved:CTD values are considered roughly to be:,,,,,,,,,,,,,,,,,
#      • ±0.5 ml/l from 0 to 150 dbar,,,,,,,,,,,,,,,,,
#      • ±0.3 ml/l from 150 to 300 dbar,,,,,,,,,,,,,,,,,
#      • ±0.1 ml/l from 300 to 500 dbar,,,,,,,,,,,,,,,,,
#      • ±0.06 ml/l from 500 to 2500 dbar,,,,,,,,,,,,,,,,,
#      • ±0.04 ml/l below 2500 dbar,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#The Salinity:CTD data was found to be low by an average of <0.002.,,,,,,,,,,,,,,,,,
#No recalibration was applied.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details processing details see the processing report 2013-17-proc.pdf,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,INS:LOCATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [%/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],Fluorescence:CTD:Seapoint [mg/m^3],PAR:CTD [µE/m^2/sec]
#,,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20130607
STNBR = P4
CASTNO = 6
DATE = 20130609
TIME =  15:18
LATITUDE = 48.64767
LONGITUDE = -126.665
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,MG/M^3,,UE/m^2/sec,
3,2,12.5282,2,31.5092,2,291.5,2,0.7,2,185.3,2
4,2,12.5279,2,31.5096,2,292.0,2,0.7190000000000001,2,121.9,2
5,2,12.5264,2,31.5095,2,291.3,2,0.75,2,114.9,2
6,2,12.5191,2,31.5091,2,291.3,2,0.7659999999999999,2,94.7,2
7,2,12.5186,2,31.509,2,291.5,2,0.7759999999999999,2,74.8,2
8,2,12.5165,2,31.5085,2,292.0,2,0.84,2,69.0,2
9,2,12.5166,2,31.5089,2,293.7,2,0.866,2,78.4,2
10,2,12.5042,2,31.5078,2,294.1,2,0.9570000000000001,2,62.8,2
11,2,12.497,2,31.511,2,293.3,2,1.013,2,51.1,2
12,2,12.4564,2,31.5219,2,293.3,2,1.127,2,43.8,2
13,2,12.4559,2,31.5208,2,294.1,2,1.171,2,38.7,2
14,2,12.3229,2,31.6443,2,294.6,2,1.3090000000000002,2,31.4,2
15,2,12.1686,2,31.8068,2,293.1,2,1.423,2,25.4,2
16,2,12.1418,2,31.8298,2,293.2,2,1.464,2,21.5,2
17,2,12.1114,2,31.8172,2,292.5,2,1.4580000000000002,2,17.9,2
18,2,12.1701,2,31.7619,2,291.3,2,1.485,2,14.8,2
19,2,11.8644,2,31.9746,2,292.4,2,1.6380000000000001,2,12.5,2
20,2,11.7864,2,32.0146,2,291.9,2,1.745,2,11.1,2
21,2,11.6642,2,32.0197,2,291.3,2,1.82,2,10.4,2
22,2,11.603,2,32.0333,2,290.9,2,1.8630000000000002,2,9.6,2
23,2,11.5889,2,32.047,2,291.3,2,1.7790000000000001,2,8.6,2
24,2,11.5749,2,32.0499,2,291.2,2,1.75,2,7.4,2
25,2,11.5441,2,32.0529,2,291.3,2,1.683,2,6.3,2
26,2,11.5103,2,32.056,2,291.1,2,1.663,2,5.5,2
27,2,11.4864,2,32.056999999999995,2,290.6,2,1.662,2,4.8,2
28,2,11.4393,2,32.0605,2,290.1,2,1.6340000000000001,2,4.1,2
29,2,11.4132,2,32.0643,2,288.8,2,1.615,2,3.6,2
30,2,11.3922,2,32.0631,2,283.2,2,1.6130000000000002,2,3.3,2
31,2,11.3772,2,32.0631,2,279.0,2,1.6119999999999999,2,3.0,2
32,2,11.3551,2,32.0647,2,278.5,2,1.6,2,2.7,2
33,2,11.2608,2,32.0667,2,280.5,2,1.5630000000000002,2,2.4,2
34,2,10.9052,2,32.0939,2,281.0,2,1.4769999999999999,2,2.1,2
35,2,10.5958,2,32.1198,2,283.1,2,1.42,2,1.9,2
36,2,10.1577,2,32.1487,2,288.4,2,1.419,2,1.7,2
37,2,9.8243,2,32.1879,2,287.8,2,1.391,2,1.6,2
38,2,9.6035,2,32.2004,2,287.9,2,1.324,2,1.5,2
39,2,8.7907,2,32.2628,2,293.9,2,1.278,2,1.5,2
40,2,8.4701,2,32.3069,2,295.9,2,1.232,2,1.4,2
41,2,8.3834,2,32.3142,2,296.1,2,1.196,2,1.3,2
42,2,8.3459,2,32.3227,2,295.9,2,1.195,2,1.1,2
43,2,8.3228,2,32.3277,2,294.8,2,1.183,2,1.0,2
44,2,8.2971,2,32.3314,2,292.6,2,1.161,2,0.8,2
45,2,8.2702,2,32.3355,2,290.6,2,1.149,2,0.7,2
46,2,8.2391,2,32.343,2,289.5,2,1.135,2,0.6,2
47,2,8.1556,2,32.3652,2,290.0,2,1.101,2,0.6,2
48,2,8.0382,2,32.3895,2,289.5,2,1.0490000000000002,2,0.6,2
49,2,7.9937,2,32.3951,2,287.8,2,1.037,2,0.6,2
50,2,7.9743,2,32.3963,2,286.2,2,1.023,2,0.5,2
51,2,7.9697,2,32.3968,2,285.3,2,1.01,2,0.5,2
52,2,7.8903,2,32.4111,2,284.0,2,0.9640000000000001,2,0.4,2
53,2,7.8187,2,32.4259,2,282.6,2,0.925,2,0.4,2
54,2,7.8033,2,32.4301,2,281.9,2,0.9059999999999999,2,0.3,2
55,2,7.7884,2,32.4343,2,281.4,2,0.8909999999999999,2,0.3,2
56,2,7.7354,2,32.4516,2,281.3,2,0.899,2,0.3,2
57,2,7.6548,2,32.4811,2,281.2,2,0.8759999999999999,2,0.3,2
58,2,7.6303,2,32.4913,2,280.2,2,0.8440000000000001,2,0.2,2
59,2,7.5912,2,32.5061,2,279.4,2,0.812,2,0.2,2
60,2,7.5645,2,32.5197,2,278.5,2,0.794,2,0.2,2
61,2,7.544,2,32.5276,2,276.3,2,0.77,2,0.2,2
62,2,7.5318,2,32.5346,2,275.5,2,0.769,2,0.2,2
63,2,7.51,2,32.5486,2,274.8,2,0.759,2,0.2,2
64,2,7.4975,2,32.5584,2,273.7,2,0.745,2,0.2,2
65,2,7.4868,2,32.5683,2,271.7,2,0.736,2,0.1,2
66,2,7.4726,2,32.5784,2,268.7,2,0.723,2,0.1,2
67,2,7.444,2,32.595,2,265.7,2,0.715,2,0.1,2
68,2,7.3915,2,32.6357,2,263.4,2,0.69,2,0.1,2
69,2,7.3444,2,32.6675,2,262.3,2,0.667,2,0.1,2
70,2,7.3261,2,32.684,2,262.0,2,0.657,2,0.1,2
71,2,7.2949,2,32.7113,2,261.7,2,0.6509999999999999,2,0.1,2
72,2,7.2866,2,32.716,2,261.2,2,0.647,2,0.1,2
73,2,7.2783,2,32.7189,2,260.4,2,0.644,2,0.1,2
74,2,7.2708,2,32.7243,2,259.2,2,0.635,2,0.1,2
