CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Transmissivity - Fluorescence - PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on how the transmissivity calibration parameters were calculated see the document Transmissivity_Calculation.pdf.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Based on the recommendation from Sea-Bird the method for calibration of Oxygen:Dissolved:CTD concentration was changed from that used for 2011 and some 2012 cruises. ,,,,,,,,,,,,,,,,,
#For more information see the Sea-Bird Application Note #64-2 (Sea-Bird_64-2_Jun2012.pdf).  ,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#The Oxygen:Dissolved:CTD data are of lower quality than usual with small-scale noise.,,,,,,,,,,,,,,,,,
#For casts 0018 to 0022 the Oxygen:Dissolved:CTD data are not considered reliable enough to archive based on comparison with bottles and differences between primary and secondary temperatures for those casts.,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#For other casts the Oxygen:Dissolved:CTD values are considered roughly to be:,,,,,,,,,,,,,,,,,
#      • ±0.5 ml/l from 0 to 150 dbar,,,,,,,,,,,,,,,,,
#      • ±0.3 ml/l from 150 to 300 dbar,,,,,,,,,,,,,,,,,
#      • ±0.1 ml/l from 300 to 500 dbar,,,,,,,,,,,,,,,,,
#      • ±0.06 ml/l from 500 to 2500 dbar,,,,,,,,,,,,,,,,,
#      • ±0.04 ml/l below 2500 dbar,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#The Salinity:CTD data was found to be low by an average of <0.002.,,,,,,,,,,,,,,,,,
#No recalibration was applied.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details processing details see the processing report 2013-17-proc.pdf,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,INS:LOCATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [%/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],Fluorescence:CTD:Seapoint [mg/m^3],PAR:CTD [µE/m^2/sec]
#,,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20130607
STNBR = P16
CASTNO = 1
DATE = 20130612
TIME =  18:33
LATITUDE = 49.28283
LONGITUDE = -134.666
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,MG/M^3,,UE/m^2/sec,
3,2,10.1302,2,32.3893,2,290.9,2,1.361,2,41.8,2
4,2,10.1302,2,32.3892,2,290.9,2,1.3769999999999998,2,31.5,2
5,2,10.1306,2,32.3894,2,290.5,2,1.419,2,24.1,2
6,2,10.1307,2,32.3895,2,290.9,2,1.483,2,20.4,2
7,2,10.1307,2,32.3896,2,291.6,2,1.567,2,21.3,2
8,2,10.1309,2,32.3896,2,291.5,2,1.643,2,22.0,2
9,2,10.1311,2,32.3894,2,291.4,2,1.84,2,20.2,2
10,2,10.1312,2,32.3896,2,291.4,2,1.8230000000000002,2,17.7,2
11,2,10.128,2,32.3897,2,291.3,2,1.8880000000000001,2,16.1,2
12,2,10.1251,2,32.3897,2,291.4,2,1.969,2,14.9,2
13,2,10.1256,2,32.3897,2,291.8,2,2.045,2,13.5,2
14,2,10.1252,2,32.3896,2,291.8,2,2.083,2,12.3,2
15,2,10.1229,2,32.3894,2,291.1,2,2.1319999999999997,2,11.2,2
16,2,10.1238,2,32.3895,2,290.8,2,2.352,2,10.4,2
17,2,10.1231,2,32.3893,2,291.1,2,2.323,2,9.6,2
18,2,10.1238,2,32.3897,2,291.3,2,2.575,2,8.8,2
19,2,10.1244,2,32.3899,2,291.1,2,2.7030000000000003,2,7.9,2
20,2,10.1252,2,32.3902,2,291.2,2,2.23,2,7.2,2
21,2,10.1241,2,32.3899,2,291.1,2,2.345,2,6.7,2
22,2,10.1229,2,32.39,2,291.3,2,2.323,2,6.4,2
23,2,10.1209,2,32.3902,2,291.3,2,3.281,2,5.8,2
24,2,10.1198,2,32.3902,2,291.2,2,2.3369999999999997,2,5.3,2
25,2,10.1182,2,32.3902,2,291.4,2,2.2319999999999998,2,4.7,2
26,2,10.1166,2,32.3903,2,291.2,2,2.225,2,4.4,2
27,2,10.1169,2,32.3903,2,291.1,2,2.254,2,4.1,2
28,2,10.1163,2,32.3903,2,291.5,2,2.239,2,3.7,2
29,2,10.116,2,32.3903,2,291.2,2,2.24,2,3.4,2
30,2,10.1153,2,32.3902,2,291.1,2,2.324,2,3.1,2
31,2,10.115,2,32.3904,2,291.1,2,2.283,2,2.9,2
32,2,10.1139,2,32.3903,2,290.8,2,2.2680000000000002,2,2.6,2
33,2,10.1134,2,32.3902,2,285.5,2,2.26,2,2.3,2
34,2,10.1004,2,32.3903,2,284.9,2,2.2640000000000002,2,2.1,2
35,2,10.0476,2,32.39,2,291.1,2,2.306,2,1.9,2
36,2,9.8249,2,32.3829,2,292.4,2,2.447,2,1.7,2
37,2,9.1309,2,32.3771,2,296.2,2,2.6260000000000003,2,1.5,2
38,2,8.7997,2,32.3949,2,297.1,2,2.6180000000000003,2,1.4,2
39,2,8.7568,2,32.4015,2,296.5,2,2.6,2,1.3,2
40,2,8.707,2,32.3889,2,297.3,2,2.468,2,1.1,2
41,2,8.6055,2,32.3959,2,296.2,2,2.275,2,1.0,2
42,2,8.5037,2,32.3964,2,294.6,2,2.052,2,0.9,2
43,2,8.4425,2,32.4016,2,294.2,2,1.922,2,0.8,2
