CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Transmissivity - Fluorescence - PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on how the transmissivity calibration parameters were calculated see the document Transmissivity_Calculation.pdf.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Based on the recommendation from Sea-Bird the method for calibration of Oxygen:Dissolved:CTD concentration was changed from that used for 2011 and some 2012 cruises. ,,,,,,,,,,,,,,,,,
#For more information see the Sea-Bird Application Note #64-2 (Sea-Bird_64-2_Jun2012.pdf).  ,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#The Oxygen:Dissolved:CTD data are of lower quality than usual with small-scale noise.,,,,,,,,,,,,,,,,,
#For casts 0018 to 0022 the Oxygen:Dissolved:CTD data are not considered reliable enough to archive based on comparison with bottles and differences between primary and secondary temperatures for those casts.,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#For other casts the Oxygen:Dissolved:CTD values are considered roughly to be:,,,,,,,,,,,,,,,,,
#      • ±0.5 ml/l from 0 to 150 dbar,,,,,,,,,,,,,,,,,
#      • ±0.3 ml/l from 150 to 300 dbar,,,,,,,,,,,,,,,,,
#      • ±0.1 ml/l from 300 to 500 dbar,,,,,,,,,,,,,,,,,
#      • ±0.06 ml/l from 500 to 2500 dbar,,,,,,,,,,,,,,,,,
#      • ±0.04 ml/l below 2500 dbar,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#The Salinity:CTD data was found to be low by an average of <0.002.,,,,,,,,,,,,,,,,,
#No recalibration was applied.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details processing details see the processing report 2013-17-proc.pdf,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,INS:LOCATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [%/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],Fluorescence:CTD:Seapoint [mg/m^3],PAR:CTD [µE/m^2/sec]
#,,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20130607
STNBR = P2
CASTNO = 2
DATE = 20130608
TIME =  21:43
LATITUDE = 48.60417
LONGITUDE = -126.00317
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,MG/M^3,,UE/m^2/sec,
3,2,13.418,2,29.281,2,301.2,2,1.626,2,106.1,2
4,2,13.4252,2,29.2749,2,302.4,2,1.651,2,95.9,2
5,2,13.3374,2,29.3601,2,311.9,2,1.9780000000000002,2,82.2,2
6,2,13.1821,2,29.5506,2,311.7,2,2.424,2,68.1,2
7,2,13.0804,2,29.7819,2,304.4,2,2.765,2,58.2,2
8,2,12.8665,2,30.0582,2,319.4,2,3.3339999999999996,2,43.3,2
9,2,12.2791,2,30.313000000000002,2,341.1,2,3.3339999999999996,2,29.8,2
10,2,12.2598,2,30.6821,2,349.8,2,2.957,2,20.0,2
11,2,12.3849,2,30.9401,2,330.4,2,2.891,2,14.8,2
12,2,12.4811,2,31.2812,2,304.5,2,2.883,2,12.0,2
13,2,12.3588,2,31.5084,2,287.1,2,3.036,2,10.0,2
14,2,12.0308,2,31.7047,2,279.9,2,2.9930000000000003,2,8.2,2
15,2,11.7672,2,31.7779,2,276.3,2,3.213,2,6.5,2
16,2,11.4743,2,31.8496,2,273.2,2,3.282,2,5.1,2
17,2,11.2561,2,31.8924,2,270.7,2,3.133,2,4.0,2
18,2,11.0735,2,31.9308,2,268.2,2,2.984,2,3.3,2
19,2,10.7752,2,31.9722,2,266.9,2,2.491,2,2.8,2
20,2,10.4384,2,32.0149,2,266.4,2,2.1630000000000003,2,2.4,2
21,2,10.198,2,32.0406,2,266.4,2,2.072,2,2.2,2
22,2,10.1101,2,32.0488,2,265.1,2,1.912,2,2.0,2
23,2,9.9368,2,32.075,2,263.7,2,1.746,2,1.8,2
24,2,9.7901,2,32.1186,2,262.9,2,1.682,2,1.7,2
25,2,9.1334,2,32.2114,2,259.5,2,1.198,2,1.1,2
26,2,9.0696,2,32.2185,2,257.9,2,1.166,2,1.1,2
27,2,8.9449,2,32.2388,2,256.3,2,1.107,2,1.0,2
28,2,8.7555,2,32.2768,2,255.2,2,1.062,2,0.9,2
29,2,8.6132,2,32.3089,2,253.8,2,1.032,2,0.9,2
30,2,8.5244,2,32.3306,2,252.6,2,1.003,2,0.8,2
31,2,8.4477,2,32.3516,2,251.4,2,0.9840000000000001,2,0.7,2
32,2,8.3956,2,32.3673,2,249.7,2,0.958,2,0.7,2
33,2,8.3439,2,32.381,2,248.6,2,0.935,2,0.6,2
34,2,8.2819,2,32.4035,2,247.4,2,0.922,2,0.6,2
35,2,8.1569,2,32.4419,2,247.9,2,0.888,2,0.6,2
36,2,8.1069,2,32.4598,2,249.5,2,0.878,2,0.6,2
37,2,8.0738,2,32.4746,2,251.7,2,0.871,2,0.6,2
38,2,8.064,2,32.4776,2,252.9,2,0.865,2,0.5,2
39,2,8.0588,2,32.4794,2,252.6,2,0.851,2,0.4,2
40,2,8.011000000000001,2,32.4892,2,252.1,2,0.813,2,0.4,2
41,2,7.9751,2,32.5019,2,250.9,2,0.7979999999999999,2,0.3,2
42,2,7.9547,2,32.5098,2,248.9,2,0.7879999999999999,2,0.3,2
43,2,7.9351,2,32.5199,2,246.2,2,0.77,2,0.3,2
