CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Transmissivity - Fluorescence - PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on how the transmissivity calibration parameters were calculated see the document Transmissivity_Calculation.pdf.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Based on the recommendation from Sea-Bird the method for calibration of Oxygen:Dissolved:CTD concentration was changed from that used for 2011 and some 2012 cruises. ,,,,,,,,,,,,,,,,,
#For more information see the Sea-Bird Application Note #64-2 (Sea-Bird_64-2_Jun2012.pdf).  ,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#The Oxygen:Dissolved:CTD data are of lower quality than usual with small-scale noise.,,,,,,,,,,,,,,,,,
#For casts 0018 to 0022 the Oxygen:Dissolved:CTD data are not considered reliable enough to archive based on comparison with bottles and differences between primary and secondary temperatures for those casts.,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#For other casts the Oxygen:Dissolved:CTD values are considered roughly to be:,,,,,,,,,,,,,,,,,
#      • ±0.5 ml/l from 0 to 150 dbar,,,,,,,,,,,,,,,,,
#      • ±0.3 ml/l from 150 to 300 dbar,,,,,,,,,,,,,,,,,
#      • ±0.1 ml/l from 300 to 500 dbar,,,,,,,,,,,,,,,,,
#      • ±0.06 ml/l from 500 to 2500 dbar,,,,,,,,,,,,,,,,,
#      • ±0.04 ml/l below 2500 dbar,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#The Salinity:CTD data was found to be low by an average of <0.002.,,,,,,,,,,,,,,,,,
#No recalibration was applied.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details processing details see the processing report 2013-17-proc.pdf,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,INS:LOCATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [%/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],Fluorescence:CTD:Seapoint [mg/m^3],PAR:CTD [µE/m^2/sec]
#,,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20130607
STNBR = P20
CASTNO = 1
DATE = 20130614
TIME =  04:44
LATITUDE = 49.565329999999996
LONGITUDE = -138.66583
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,MG/M^3,,UE/m^2/sec,
4,2,9.4302,2,32.5187,2,294.2,2,1.3459999999999999,2,,2
5,2,9.4297,2,32.5187,2,294.2,2,1.526,2,,2
6,2,9.4295,2,32.5188,2,294.0,2,1.4180000000000001,2,,2
7,2,9.4298,2,32.5189,2,294.0,2,1.3940000000000001,2,,2
8,2,9.4301,2,32.5188,2,294.2,2,1.3430000000000002,2,,2
9,2,9.4306,2,32.5188,2,294.5,2,1.3719999999999999,2,,2
10,2,9.431000000000001,2,32.5187,2,294.4,2,1.315,2,,2
11,2,9.4306,2,32.519,2,294.2,2,1.315,2,,2
12,2,9.4281,2,32.519,2,293.7,2,1.314,2,,2
13,2,9.4158,2,32.5195,2,294.2,2,1.3780000000000001,2,,2
14,2,9.3989,2,32.5195,2,293.9,2,1.369,2,,2
15,2,9.391,2,32.5199,2,294.2,2,1.3259999999999998,2,,2
16,2,9.3851,2,32.5197,2,294.6,2,1.3730000000000002,2,,2
17,2,9.3693,2,32.5197,2,294.9,2,1.3530000000000002,2,,2
18,2,9.3583,2,32.52,2,295.0,2,1.337,2,,2
19,2,9.3483,2,32.5201,2,294.7,2,1.344,2,,2
20,2,9.3391,2,32.5204,2,294.7,2,1.339,2,,2
21,2,9.3304,2,32.5205,2,295.0,2,1.347,2,,2
22,2,9.3274,2,32.5204,2,294.9,2,1.3459999999999999,2,,2
23,2,9.3249,2,32.5205,2,295.0,2,1.3519999999999999,2,,2
24,2,9.3231,2,32.5206,2,295.1,2,1.3559999999999999,2,,2
25,2,9.3202,2,32.5208,2,295.0,2,1.355,2,,2
26,2,9.318,2,32.521,2,295.0,2,1.365,2,,2
27,2,9.3148,2,32.5211,2,295.0,2,1.36,2,,2
28,2,9.3139,2,32.5213,2,294.8,2,1.368,2,,2
29,2,9.3128,2,32.5213,2,294.8,2,1.4380000000000002,2,,2
30,2,9.3125,2,32.5214,2,294.8,2,1.399,2,,2
31,2,9.311,2,32.5215,2,294.5,2,1.406,2,,2
32,2,9.3095,2,32.5216,2,294.9,2,1.4140000000000001,2,,2
33,2,9.3061,2,32.5218,2,295.0,2,1.445,2,,2
34,2,9.3042,2,32.5219,2,295.0,2,1.5430000000000001,2,,2
35,2,9.3001,2,32.5222,2,295.0,2,1.6540000000000001,2,,2
36,2,9.297,2,32.5224,2,294.7,2,1.44,2,,2
37,2,9.2942,2,32.5224,2,294.4,2,1.435,2,,2
38,2,9.2922,2,32.5225,2,294.5,2,1.442,2,,2
39,2,9.2892,2,32.5224,2,294.9,2,1.431,2,,2
40,2,9.2849,2,32.5224,2,294.5,2,1.4280000000000002,2,,2
41,2,9.2806,2,32.5223,2,293.3,2,1.4980000000000002,2,,2
42,2,9.2658,2,32.5226,2,293.1,2,1.446,2,,2
43,2,9.2535,2,32.5224,2,292.6,2,1.444,2,,2
44,2,9.1662,2,32.5248,2,287.3,2,1.449,2,,2
45,2,8.9781,2,32.5262,2,291.1,2,1.4669999999999999,2,,2
46,2,8.7304,2,32.5273,2,298.8,2,1.5219999999999998,2,,2
