CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Transmissivity - Fluorescence - PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on how the transmissivity calibration parameters were calculated see the document Transmissivity_Calculation.pdf.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Based on the recommendation from Sea-Bird the method for calibration of Oxygen:Dissolved:CTD concentration was changed from that used for 2011 and some 2012 cruises. ,,,,,,,,,,,,,,,,,
#For more information see the Sea-Bird Application Note #64-2 (Sea-Bird_64-2_Jun2012.pdf).  ,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#The Oxygen:Dissolved:CTD data are of lower quality than usual with small-scale noise.,,,,,,,,,,,,,,,,,
#For casts 0018 to 0022 the Oxygen:Dissolved:CTD data are not considered reliable enough to archive based on comparison with bottles and differences between primary and secondary temperatures for those casts.,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#For other casts the Oxygen:Dissolved:CTD values are considered roughly to be:,,,,,,,,,,,,,,,,,
#      • ±0.5 ml/l from 0 to 150 dbar,,,,,,,,,,,,,,,,,
#      • ±0.3 ml/l from 150 to 300 dbar,,,,,,,,,,,,,,,,,
#      • ±0.1 ml/l from 300 to 500 dbar,,,,,,,,,,,,,,,,,
#      • ±0.06 ml/l from 500 to 2500 dbar,,,,,,,,,,,,,,,,,
#      • ±0.04 ml/l below 2500 dbar,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#The Salinity:CTD data was found to be low by an average of <0.002.,,,,,,,,,,,,,,,,,
#No recalibration was applied.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details processing details see the processing report 2013-17-proc.pdf,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,INS:LOCATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [%/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],Fluorescence:CTD:Seapoint [mg/m^3],PAR:CTD [µE/m^2/sec]
#,,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20130607
STNBR = P2
CASTNO = 1
DATE = 20130608
TIME =  20:53
LATITUDE = 48.60083
LONGITUDE = -125.99700000000001
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,MG/M^3,,UE/m^2/sec,
3,2,13.3896,2,29.2385,2,298.1,2,1.7109999999999999,2,386.4,2
4,2,13.3893,2,29.2386,2,298.9,2,1.751,2,320.4,2
5,2,13.3707,2,29.2422,2,305.7,2,1.895,2,240.8,2
6,2,13.27,2,29.3132,2,310.9,2,2.085,2,192.4,2
7,2,13.1034,2,29.6484,2,299.9,2,2.519,2,160.0,2
8,2,13.062000000000001,2,29.936999999999998,2,293.8,2,3.0860000000000003,2,121.8,2
9,2,12.7406,2,30.1305,2,307.4,2,3.858,2,88.8,2
10,2,12.2546,2,30.3047,2,328.4,2,3.614,2,64.5,2
11,2,11.9394,2,30.6649,2,339.5,2,3.01,2,47.0,2
12,2,12.128,2,30.9286,2,327.8,2,2.943,2,35.5,2
13,2,12.3502,2,31.2014,2,303.8,2,3.0669999999999997,2,27.4,2
14,2,12.1855,2,31.587,2,285.7,2,3.028,2,20.4,2
15,2,11.9552,2,31.7551,2,275.8,2,2.985,2,14.9,2
16,2,11.7728,2,31.8047,2,269.8,2,3.011,2,11.1,2
17,2,11.5812,2,31.8352,2,267.2,2,2.947,2,8.7,2
18,2,11.0814,2,31.9044,2,267.4,2,2.8310000000000004,2,7.3,2
19,2,10.5421,2,32.0045,2,269.2,2,2.14,2,6.5,2
20,2,9.9059,2,32.0847,2,272.1,2,1.5919999999999999,2,5.4,2
21,2,9.5346,2,32.1428,2,273.8,2,1.3840000000000001,2,4.3,2
22,2,9.3543,2,32.1711,2,274.4,2,1.239,2,3.5,2
23,2,9.1996,2,32.1959,2,273.3,2,1.165,2,3.1,2
24,2,9.1419,2,32.209,2,271.5,2,1.125,2,2.9,2
25,2,9.1254,2,32.2133,2,271.5,2,1.094,2,2.7,2
26,2,9.0859,2,32.2226,2,272.5,2,1.065,2,2.4,2
27,2,8.9902,2,32.2401,2,273.1,2,1.033,2,2.1,2
28,2,8.954,2,32.2468,2,273.0,2,1.011,2,1.9,2
29,2,8.9206,2,32.2554,2,272.2,2,1.0,2,1.6,2
30,2,8.9011,2,32.2629,2,269.4,2,0.9740000000000001,2,1.4,2
31,2,8.8715,2,32.2685,2,265.2,2,0.958,2,1.3,2
32,2,8.7982,2,32.2828,2,260.6,2,0.951,2,1.1,2
33,2,8.6695,2,32.3098,2,257.9,2,0.917,2,1.0,2
34,2,8.6261,2,32.3193,2,255.9,2,0.903,2,0.9,2
35,2,8.5336,2,32.3384,2,254.3,2,0.8759999999999999,2,0.9,2
36,2,8.3451,2,32.3735,2,254.1,2,0.825,2,0.8,2
37,2,8.2366,2,32.4028,2,253.7,2,0.768,2,0.8,2
38,2,8.1046,2,32.4485,2,252.9,2,0.743,2,0.7,2
39,2,8.0218,2,32.4739,2,251.1,2,0.728,2,0.6,2
40,2,7.9836,2,32.4892,2,249.2,2,0.7170000000000001,2,0.6,2
41,2,7.8975,2,32.5326,2,247.7,2,0.6859999999999999,2,0.5,2
42,2,7.8342,2,32.5638,2,245.8,2,0.675,2,0.5,2
43,2,7.8107,2,32.5781,2,243.9,2,0.669,2,0.4,2
44,2,7.7857,2,32.5939,2,241.4,2,0.659,2,0.4,2
45,2,7.757000000000001,2,32.6145,2,239.6,2,0.659,2,0.3,2
46,2,7.7459,2,32.6239,2,238.6,2,0.6509999999999999,2,0.3,2
47,2,7.6952,2,32.6618,2,237.9,2,0.647,2,0.3,2
48,2,7.6549,2,32.6887,2,236.3,2,0.645,2,0.3,2
49,2,7.6406,2,32.6975,2,233.8,2,0.639,2,0.3,2
50,2,7.6171,2,32.7166,2,231.6,2,0.636,2,0.2,2
51,2,7.599,2,32.7299,2,230.4,2,0.64,2,0.2,2
52,2,7.5785,2,32.7524,2,229.9,2,0.639,2,0.2,2
53,2,7.5599,2,32.7755,2,229.7,2,0.634,2,0.2,2
54,2,7.5464,2,32.794000000000004,2,229.5,2,0.635,2,0.2,2
55,2,7.5419,2,32.7992,2,229.0,2,0.635,2,0.2,2
56,2,7.5399,2,32.8007,2,223.2,2,0.636,2,0.2,2
57,2,7.5349,2,32.8052,2,212.9,2,0.632,2,0.1,2
58,2,7.51,2,32.8437,2,206.9,2,0.623,2,0.1,2
59,2,7.4721,2,32.9076,2,203.3,2,0.612,2,0.1,2
60,2,7.4451,2,32.9604,2,201.5,2,0.603,2,0.1,2
61,2,7.4313,2,32.989000000000004,2,200.5,2,0.598,2,0.1,2
62,2,7.4179,2,33.0147,2,199.0,2,0.601,2,0.1,2
