CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,,
#Fluorescence and PAR data are nominal and unedited except that some records were removed in editing temperature and salinity and a large spike in fluorescence was removed from file 0032.,,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,,
#The Transmissivity channel was removed because of frequent shifts in values during casts and large variations between values during repeat casts.,,,,,,,,,,,,,,,,,,
#The data are available by request from the chief scientist.,,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,,
#NOTE: While the Fluorescence:CTD data are expressed in concentration units they do not always compare well to extracted chlorophyll samples particularly for casts far from shore.,,,,,,,,,,,,,,,,,,
#It is recommended that users check extracted chlorophyll values where available.,,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,,
#Oxygen:Dissolved:CTD was calibrated using the method described in the Sea-Bird Application Note #64-2 of June 2012 (Sea-Bird_64-2_Jun2012.pdf) except that a small offset in the fit was allowed.,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
#"The Dissolved Oxygen sensor used in files 0001, 0002 and 0016 malfunctioned so the Oxygen:Dissolved:CTD channels were removed from those files.",,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
#The Oxygen:Dissolved:CTD sensor has a fairly long response time so data accuracy is not as high when it is in motion as it is during stops for bottles.,,,,,,,,,,,,,,,,,,
#This will be especially true when vertical dissolved oxygen gradients are large. ,,,,,,,,,,,,,,,,,,
#To get an estimate of the accuracy of the Oxygen:Dissolved:CTD data during downcasts (after recalibration) a rough comparison was made between downcast Oxygen:Dissolved:CTD data and upcast titrated samples. ,,,,,,,,,,,,,,,,,,
#Some of the difference will be due to problems with flushing of Niskin bottles and/or analysis errors so the following statement likely underestimates Oxygen:Dissolved:CTD accuracy.,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
#Downcast (CTD files) Oxygen:Dissolved:CTD data are considered very roughly to be:,,,,,,,,,,,,,,,,,,
#      • ±0.25 ml/l from 0 to 125 dbar,,,,,,,,,,,,,,,,,,
#      • ±0.2 ml/l from 125 to 400 dbar,,,,,,,,,,,,,,,,,,
#      • ±0.1 ml/l from 400 to 600 dbar,,,,,,,,,,,,,,,,,,
#      • ±0.05 ml/l from 600 to 1500 dbar,,,,,,,,,,,,,,,,,,
#      • Low by up to 0.08 ml/l below 1500 dbar,,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,,
#For details on the processing see the report 2017-01-proc.pdf,,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,INS:LOCATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],Fluorescence:CTD:Seapoint [mg/m^3],Fluorescence:CTD:Wetlabs [mg/m^3],PAR:CTD [µE/m^2/sec]
#,,,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20170205
STNBR = P26
CASTNO = 2
DATE = 20170212
TIME =  09:32
LATITUDE = 50.00183
LONGITUDE = -144.9985
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,CTDFLUOR_TSG,CTDFLUOR_TSG_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,MG/M^3,,MG/M^3,,UE/m^2/sec,
1.3,2,6.0385,2,32.7224,2,302.5,2,,2,0.659,2,,2,,2
2.0,2,6.0388,2,32.7225,2,302.7,2,,2,0.6409999999999999,2,,2,,2
2.9,2,6.0392,2,32.7225,2,302.7,2,,2,0.645,2,,2,,2
3.9,2,6.0396,2,32.7224,2,302.2,2,,2,0.643,2,,2,,2
5.0,2,6.0406,2,32.7225,2,302.3,2,,2,0.642,2,,2,,2
6.0,2,6.0411,2,32.7226,2,302.5,2,,2,0.639,2,,2,,2
6.9,2,6.0409,2,32.7227,2,302.1,2,,2,0.649,2,,2,,2
8.2,2,6.0411,2,32.7225,2,303.3,2,,2,0.643,2,,2,,2
9.0,2,6.0412,2,32.7226,2,303.3,2,,2,0.635,2,,2,,2
10.0,2,6.0413,2,32.7227,2,302.8,2,,2,0.642,2,,2,,2
11.0,2,6.0414,2,32.7226,2,302.7,2,,2,0.635,2,,2,,2
12.0,2,6.0412,2,32.7226,2,302.8,2,,2,0.632,2,,2,,2
13.0,2,6.0411,2,32.7226,2,303.2,2,,2,0.633,2,,2,,2
14.1,2,6.0409,2,32.7227,2,303.3,2,,2,0.631,2,,2,,2
15.1,2,6.0411,2,32.7226,2,302.7,2,,2,0.64,2,,2,,2
15.9,2,6.0408,2,32.7224,2,302.8,2,,2,0.627,2,,2,,2
17.0,2,6.0404,2,32.7223,2,302.7,2,,2,0.639,2,,2,,2
18.0,2,6.0409,2,32.7227,2,303.6,2,,2,0.638,2,,2,,2
19.1,2,6.0412,2,32.7226,2,303.3,2,,2,0.629,2,,2,,2
20.0,2,6.0416,2,32.7226,2,302.7,2,,2,0.622,2,,2,,2
21.0,2,6.0417,2,32.7226,2,302.4,2,,2,0.627,2,,2,,2
22.0,2,6.0417,2,32.7224,2,302.1,2,,2,0.633,2,,2,,2
23.0,2,6.0413,2,32.7226,2,302.5,2,,2,0.628,2,,2,,2
24.0,2,6.0414,2,32.7226,2,302.8,2,,2,0.653,2,,2,,2
25.1,2,6.0412,2,32.7227,2,302.5,2,,2,0.624,2,,2,,2
26.1,2,6.0415,2,32.7225,2,303.3,2,,2,0.629,2,,2,,2
27.0,2,6.0418,2,32.7226,2,303.4,2,,2,0.635,2,,2,,2
28.0,2,6.0401,2,32.7226,2,303.5,2,,2,0.635,2,,2,,2
29.1,2,6.0388,2,32.7226,2,303.5,2,,2,0.616,2,,2,,2
30.1,2,6.039,2,32.7223,2,302.6,2,,2,0.632,2,,2,,2
30.9,2,6.0360000000000005,2,32.7223,2,302.1,2,,2,0.625,2,,2,,2
32.0,2,6.034,2,32.7222,2,302.2,2,,2,0.626,2,,2,,2
33.0,2,6.0341,2,32.7223,2,302.5,2,,2,0.616,2,,2,,2
34.1,2,6.0338,2,32.7224,2,302.9,2,,2,0.619,2,,2,,2
34.9,2,6.0354,2,32.7222,2,303.0,2,,2,0.629,2,,2,,2
36.0,2,6.0364,2,32.7221,2,302.6,2,,2,0.634,2,,2,,2
37.0,2,6.0322,2,32.7223,2,302.3,2,,2,0.615,2,,2,,2
38.0,2,6.0316,2,32.7222,2,302.8,2,,2,0.63,2,,2,,2
39.0,2,6.0262,2,32.722,2,303.0,2,,2,0.636,2,,2,,2
40.0,2,6.031000000000001,2,32.7221,2,302.4,2,,2,0.626,2,,2,,2
40.8,2,6.0132,2,32.7218,2,302.7,2,,2,0.621,2,,2,,2
42.4,2,5.9584,2,32.7216,2,303.2,2,,2,0.5920000000000001,2,,2,,2
43.0,2,5.9318,2,32.7219,2,303.9,2,,2,0.5760000000000001,2,,2,,2
45.8,2,5.8741,2,32.7215,2,304.2,2,,2,0.5589999999999999,2,,2,,2
47.4,2,5.8597,2,32.7218,2,303.7,2,,2,0.547,2,,2,,2
48.0,2,5.8569,2,32.7223,2,303.7,2,,2,0.504,2,,2,,2
