CTD,20190304CCHSIOLMM
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#Transmissivity - Fluorescence - PAR data are nominal and unedited except that some records were removed in editing temperature and salinity.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on how the transmissivity calibration parameters were calculated see the document Transmissivity_Calculation.pdf.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#"Oxygen:Dissolved:CTD was calibrated using the method described in the Sea-Bird Application Note #64-2 of June 2012 (Sea-Bird_64-2_Jun2012.pdf), except that a small offset in the fit was allowed.",,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#The Oxygen:Dissolved:CTD data are considered very roughly to be:,,,,,,,,,,,,,,,,,
#      • ±0.8 ml/l from 0 to 100 dbar,,,,,,,,,,,,,,,,,
#      • ±0.6 ml/l from 100 to 300 dbar,,,,,,,,,,,,,,,,,
#      • ±0.2 ml/l from 300 to 800 dbar,,,,,,,,,,,,,,,,,
#      • ±0.05 ml/l below 800 dbar,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#The primary Salinity:Practical:CTD channel was used for events 0041 and 0043 so it was recalibrated to match the secondary channel which was selected for all other casts.,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#For details on the processing see the report 2014-01-proc.pdf,,,,,,,,,,,,,,,,,
#---------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#File Name,Zone,FIL:START TIME YYYY/MM/DD, HH:MM,LOC:EVENT_NUMBER,LOC:LATITUDE,LOC:LONGITUDE,LOC:STATION,INS:LOCATION,Pressure:CTD [dbar],Temperature:CTD [deg_C_(ITS90)],Salinity:CTD [PSS-78],Sigma-t:CTD [kg/m^3],Transmissivity:CTD [*/m],Oxygen:Dissolved:CTD:Volume [ml/l],Oxygen:Dissolved:CTD:Mass [µmol/kg],Fluorescence:CTD:Wetlabs [mg/m^3],PAR:CTD [µE/m^2/sec]
#,,,,,,,,,,,,,,,,,
NUMBER_HEADERS = 8
EXPOCODE = 18DD20140210
STNBR = P2
CASTNO = 1
DATE = 20140212
TIME =  00:01
LATITUDE = 48.601000000000006
LONGITUDE = -126.0
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,CTDFLUOR_TSG,CTDFLUOR_TSG_FLAG_W,PAR,PAR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,MG/M^3,,UE/m^2/sec,
1,2,7.3865,2,31.5874,2,294.6,2,54.1,2,1.7009999999999998,2,43.3,2
2,2,7.3871,2,31.5864,2,295.0,2,54.6,2,1.7209999999999999,2,20.2,2
3,2,7.3867,2,31.587,2,294.3,2,55.2,2,1.629,2,16.0,2
4,2,7.3867,2,31.5876,2,293.9,2,55.3,2,1.66,2,14.5,2
5,2,7.3872,2,31.5876,2,294.3,2,55.4,2,1.787,2,12.3,2
6,2,7.3871,2,31.5874,2,294.0,2,55.3,2,1.774,2,10.7,2
7,2,7.3885,2,31.5937,2,294.0,2,55.5,2,1.7990000000000002,2,8.9,2
8,2,7.3902,2,31.6025,2,293.4,2,55.6,2,1.719,2,7.4,2
9,2,7.3906,2,31.6077,2,293.5,2,55.9,2,1.7280000000000002,2,6.5,2
10,2,7.3902,2,31.6095,2,293.8,2,55.9,2,1.656,2,6.0,2
11,2,7.39,2,31.6099,2,292.9,2,55.9,2,1.6680000000000001,2,5.4,2
12,2,7.3916,2,31.6114,2,292.3,2,56.0,2,1.79,2,4.7,2
13,2,7.3931,2,31.6176,2,292.6,2,55.9,2,1.714,2,4.0,2
14,2,7.404,2,31.6715,2,291.8,2,56.6,2,1.699,2,3.2,2
15,2,7.4023,2,31.6629,2,292.2,2,56.6,2,1.645,2,2.9,2
16,2,7.4038,2,31.6689,2,291.6,2,56.7,2,1.635,2,2.6,2
17,2,7.4028,2,31.6619,2,291.7,2,56.9,2,1.528,2,2.4,2
18,2,7.4018,2,31.6592,2,291.0,2,56.9,2,1.443,2,2.2,2
19,2,7.4038,2,31.6668,2,291.7,2,57.0,2,1.426,2,2.0,2
20,2,7.4154,2,31.745,2,290.6,2,56.9,2,1.4509999999999998,2,1.8,2
21,2,7.4171,2,31.7584,2,290.0,2,57.6,2,1.4380000000000002,2,1.5,2
22,2,7.4196,2,31.7938,2,290.9,2,58.1,2,1.422,2,1.3,2
23,2,7.4222,2,31.8513,2,290.8,2,58.3,2,1.345,2,1.2,2
24,2,7.426,2,31.9216,2,291.7,2,58.6,2,1.357,2,1.1,2
25,2,7.4293,2,31.9581,2,292.3,2,59.1,2,1.249,2,1.0,2
26,2,7.4334,2,31.9641,2,292.7,2,59.6,2,1.2309999999999999,2,0.9,2
27,2,7.4423,2,31.9792,2,292.9,2,59.8,2,1.095,2,0.8,2
28,2,7.4426,2,31.9799,2,292.7,2,60.1,2,1.097,2,0.7,2
29,2,7.4431,2,31.9848,2,292.4,2,60.0,2,1.0759999999999998,2,0.7,2
30,2,7.4563,2,32.0204,2,292.1,2,60.1,2,1.0959999999999999,2,0.6,2
31,2,7.4648,2,32.0354,2,290.8,2,60.4,2,1.057,2,0.5,2
32,2,7.4797,2,32.0679,2,290.8,2,61.2,2,0.91,2,0.5,2
33,2,7.4931,2,32.0951,2,290.7,2,61.8,2,1.0270000000000001,2,0.4,2
34,2,7.5002,2,32.1072,2,291.1,2,61.9,2,0.8290000000000001,2,0.4,2
35,2,7.5019,2,32.1131,2,289.9,2,62.1,2,0.8390000000000001,2,0.4,2
36,2,7.5032,2,32.1151,2,290.7,2,62.3,2,0.838,2,0.3,2
37,2,7.5081,2,32.1178,2,290.0,2,62.5,2,0.815,2,0.3,2
38,2,7.5118,2,32.1212,2,290.2,2,62.7,2,0.7609999999999999,2,0.3,2
39,2,7.5161,2,32.1251,2,282.3,2,62.8,2,0.821,2,0.3,2
40,2,7.5494,2,32.1485,2,275.8,2,62.8,2,0.8029999999999999,2,0.3,2
41,2,7.6359,2,32.2127,2,268.6,2,63.1,2,0.66,2,0.2,2
42,2,7.689,2,32.2561,2,262.0,2,63.4,2,0.588,2,0.2,2
43,2,7.7211,2,32.279,2,244.3,2,63.3,2,0.612,2,0.2,2
44,2,7.7804,2,32.3121,2,224.1,2,63.3,2,0.57,2,0.2,2
45,2,7.886,2,32.3961,2,209.0,2,63.1,2,0.5429999999999999,2,0.2,2
46,2,7.9219,2,32.4848,2,201.3,2,62.7,2,0.526,2,0.2,2
47,2,7.9305,2,32.5509,2,198.6,2,61.9,2,0.45799999999999996,2,0.1,2
48,2,7.9351,2,32.62,2,198.4,2,60.8,2,0.402,2,0.1,2
49,2,7.9601,2,32.649,2,199.4,2,59.4,2,0.381,2,0.1,2
50,2,8.0284,2,32.683,2,197.5,2,59.2,2,0.392,2,0.1,2
51,2,8.0653,2,32.708,2,196.3,2,59.4,2,0.387,2,0.1,2
52,2,8.0572,2,32.7389,2,195.7,2,59.3,2,0.336,2,0.1,2
53,2,8.1506,2,32.7713,2,195.2,2,59.3,2,0.33,2,0.1,2
54,2,8.1963,2,32.7903,2,193.8,2,59.3,2,0.33899999999999997,2,0.1,2
55,2,8.1612,2,32.793,2,193.8,2,59.2,2,0.325,2,0.1,2
56,2,8.1379,2,32.7962,2,188.9,2,58.9,2,0.336,2,0.1,2
57,2,8.1916,2,32.8277,2,182.2,2,58.9,2,0.332,2,0.1,2
58,2,8.193999999999999,2,32.9074,2,179.9,2,58.8,2,0.295,2,0.1,2
59,2,8.1606,2,32.9248,2,177.6,2,58.3,2,0.281,2,0.0,2
60,2,8.1173,2,32.9283,2,176.4,2,58.0,2,0.294,2,0.0,2
